,REGIONAL,DEPARTAMENTO,TECNOL,GERENCIA,CANAL_HOMOLOGADO_MILLICON,tipo_fuerza_venta,estrato,antiguedad_meses,productos,portafolio,no_serv_tecnicos,fallo,asesoria_factura,pedidos_peticiones,reagendamiento,asesoria_servicios,retencion,Otras,quejas_fraude,traslado,Incumplimiento_pago,cliente_id
8806,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,1.0,BA,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,16824256
8805,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,4,1.0,TV,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,16787978
8804,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,101.0,TO,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,16785260
8801,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16784126
9192,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,30.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,16775712
9191,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,,BA,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,16764932
9190,SUR,VALLE DEL CAUCA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,55.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,16758817
9188,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,160.0,TO+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16756889
9187,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,71.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16742471
9186,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,27.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16742379
9185,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,2,19.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16740361
9184,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,13.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16732563
9183,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,4,11.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16732404
9182,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,69.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16715874
9181,SUR,VALLE DEL CAUCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16714577
9180,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,24.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16708774
9179,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,12.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16707034
9178,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,29.0,TO,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,16692760
9175,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,4,4.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,1,16691495
9174,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,21.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16690250
9173,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,2.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16689322
9171,COSTA,ATLANTICO,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,4,0.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,16684503
9170,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,80.0,TV,Individual,1.0,No navega,0,0,1,0,0,0,0,0,0,16682391
9169,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,4,38.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16681090
9168,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,6,19.0,TO,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16676902
9519,EJE CAFETERO,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16669862
9518,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,106.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16668965
9517,EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,2,7.0,BA,Individual,,,0,0,0,0,0,0,0,1,0,16668390
9514,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,16.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16663639
9513,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,98.0,TO,Individual,1.0,Navegacion Lenta,0,0,0,0,0,0,0,0,0,16659744
9511,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,26.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,1,16650634
9510,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,59.0,TO,Individual,,,0,0,0,1,0,0,0,0,0,16635404
9509,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,91.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16621976
9506,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,5.0,TO+TV+BA,Trio,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16621957
9504,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,16621550
9503,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,35.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,16617678
9502,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,64.0,TV,Individual,,,0,1,0,0,0,0,0,0,0,16611549
9499,SUR,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,3,8.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16599176
9498,EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,16595162
9495,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,4,13.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,16584020
9494,EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16551174
9493,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16546810
9490,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,34.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,16513043
9487,EJE CAFETERO,QUINDIO,HFC,CONTACT,IN BOUND,INDIRECTA,2,14.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16510724
6841,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,43.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16508905
6840,SUR,VALLE DEL CAUCA,HFC,CONTACT,DIGITALES,INDIRECTA,3,202.0,TO,Individual,1.0,Mala calidad en la imagen,0,0,0,0,0,0,0,0,0,16485876
6839,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,57.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16476183
6838,SUR,VALLE DEL CAUCA,HFC,OTROS,OTROS,INDIRECTA,4,27.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,16464996
6837,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,15.0,TV,Individual,,,0,0,0,0,0,0,0,0,1,16400616
6836,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16377441
6833,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,64.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,16363446
6831,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,4,22.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,16355410
6830,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,13.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16280120
6827,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,0.0,TO+TV+BA,Trio,1.0,Sin señal,0,0,0,0,0,0,0,0,0,16278893
6826,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,68.0,TO,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,16277598
6824,SUR,VALLE DEL CAUCA,HFC,RETAIL,RETAIL,INDIRECTA,3,89.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,16271320
6821,CENTRO,CUNDINAMARCA,HFC,FVD,FVD,INDIRECTA,2,17.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16270709
6819,SUR,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,2,10.0,TO+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16270490
6818,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,89.0,TO,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,16268267
6815,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,4,2.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,16251647
6814,SUR,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,2,104.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16249549
6812,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,2,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,16245018
6811,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16241170
6809,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,3,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,16241170
7212,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16233043
7210,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,16232931
7207,EJE CAFETERO,QUINDIO,HFC,CONTACT,IN BOUND,INDIRECTA,4,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,16229920
7206,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,16226797
7205,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16222572
7204,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16221732
7202,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO+BA,Duo,,,0,0,0,0,0,0,0,0,0,16220922
7199,SUR,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,4,18.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,16220502
7198,EJE CAFETERO,VALLE DEL CAUCA,HFC,CONTACT,IN BOUND,INDIRECTA,4,,TV,Individual,,,0,0,0,0,0,0,0,0,1,16217575
7196,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,192.0,TV+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,16216634
7195,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,16215981
7194,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,118.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,16214697
7193,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16213815
7192,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16210222
7191,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16209814
7189,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,16207031
7187,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,16206303
7186,EJE CAFETERO,VALLE DEL CAUCA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16202678
7185,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16201015
7184,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,16137285
7183,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,202.0,TV,Individual,,,1,0,0,0,0,0,0,0,0,16137034
7180,EJE CAFETERO,QUINDIO,HFC,TIENDAS,TIENDAS,INDIRECTA,1,68.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,16136942
7179,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,16114295
7177,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,DEALERS,DIRECTA,2,5.0,TO+BA,Duo,,,0,0,0,0,0,0,0,0,1,16114013
7174,EJE CAFETERO,CALDAS,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,1,1,16079066
7173,EJE CAFETERO,CALDAS,HFC,CONTACT,OUT BOUND,INDIRECTA,4,1.0,TV,Individual,,,1,1,0,0,0,0,0,0,0,16078990
7172,EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,5,31.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,16077076
7170,EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,4,23.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,16072065
7167,EJE CAFETERO,QUINDIO,HFC,CONTACT,IN BOUND,INDIRECTA,3,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,15990582
7166,EJE CAFETERO,CALDAS,HFC,TIENDAS,TIENDAS,INDIRECTA,3,2.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,15963101
7165,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,4,21.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15962013
7163,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,15956727
7160,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,4.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,15950482
7158,EJE CAFETERO,RISARALDA,REDCO,OTROS,OTROS,INDIRECTA,SE,,TO,Individual,,,0,0,0,0,0,0,0,0,0,15932398
7157,EJE CAFETERO,RISARALDA,HFC,TIENDAS,TIENDAS,INDIRECTA,SE,,BA,Individual,,,0,0,0,0,0,0,0,0,0,15931525
7156,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,17.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,1,0,15930989
7597,NOROCCIDENTE,ANTIOQUIA,REDCO,FVD,FVD,INDIRECTA,1,24.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,15930151
7598,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,24.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,15930151
7595,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,IN BOUND,INDIRECTA,3,62.0,TO+BA,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15928630
7593,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,28.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,1,15916762
7590,EJE CAFETERO,RISARALDA,REDCO,FVD,FVD,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15913604
7587,EJE CAFETERO,RISARALDA,HFC,CONTACT,IN BOUND,INDIRECTA,SE,,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15908307
7584,EJE CAFETERO,CALDAS,HFC,FVD,FVD,INDIRECTA,2,2.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,1,15898274
7583,COSTA,BOLIVAR,HFC,CONTACT,SAC,INDIRECTA,2,203.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,15726520
7580,COSTA,CORDOBA,REDCO,FVD,FVD,INDIRECTA,SE,0.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15678731
7579,COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,1,15663883
7578,COSTA,CORDOBA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,15662447
7576,CENTRO,CUNDINAMARCA,HFC,AUR&CONSTRUCTORES,URBANIZACIONES,INDIRECTA,3,6.0,TO+BA,Duo,1.0,No navega,0,0,0,0,0,0,0,0,0,15647281
7574,ORIENTE,CESAR,GPON,FVD,FVD,INDIRECTA,SE,0.0,TO+TV,Duo,,,0,0,0,0,0,0,0,0,0,15614766
7571,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,1,3.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,15614629
7569,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,1,13.0,TO+TV+BA,Trio,,,0,1,1,0,0,0,0,0,0,15610223
7568,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,1,13.0,TO+TV+BA,Trio,,,0,1,1,0,0,0,0,0,0,15610223
7567,SUR,VALLE DEL CAUCA,HFC,CONTACT,SAC,INDIRECTA,3,36.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,15533492
7566,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,1,36.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,15532357
7565,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,1,37.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15530894
7563,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,16.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,1,15530694
7562,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,16.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,1,0,0,15530694
7560,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,12.0,TO+TV,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15527724
7561,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,12.0,TO+TV,Duo,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15527724
7559,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,5,192.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,15526943
7558,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,179.0,BA,Individual,1.0,No navega,0,0,1,0,0,1,0,0,0,15522996
7557,EJE CAFETERO,VALLE DEL CAUCA,HFC,FVD,FVD,INDIRECTA,SE,,TV,Individual,,,0,0,0,0,0,0,0,0,0,15521574
7555,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,4,195.0,TV+BA,Duo,,,1,0,0,0,0,0,0,0,0,15517979
7554,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,17.0,TO,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,1,0,15517874
7553,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,54.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15517184
7552,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,2,8.0,TV,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,15516965
7550,NOROCCIDENTE,ANTIOQUIA,HFC,TIENDAS,TIENDAS,INDIRECTA,3,31.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15516779
8041,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,45.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15516016
8040,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,202.0,TV,Individual,,,1,0,0,0,0,0,0,0,0,15515931
8037,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,39.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,15514537
8036,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,4,8.0,TO,Individual,,,0,0,0,0,0,0,0,0,0,15512794
8034,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,186.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,15510713
8033,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,3,35.0,TV,Individual,1.0,Sin señal,0,0,0,0,0,0,0,0,0,15510315
8032,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,49.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15507720
8031,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,202.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15506833
8030,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,157.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,15505185
8029,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,19.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15500853
8028,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,2,179.0,BA,Individual,1.0,No navega,0,0,0,0,0,0,0,0,0,15500530
8027,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,95.0,TV,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15486601
8026,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,202.0,TV,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,15485704
8023,NOROCCIDENTE,ANTIOQUIA,HFC,FVD,FVD,INDIRECTA,3,5.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15485133
8021,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,2,176.0,BA,Individual,,,0,0,0,0,0,0,0,0,1,15459126
8022,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,2.0,TV,Individual,,,0,0,0,0,0,0,0,0,0,15459126
8020,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,202.0,TV,Individual,1.0,Problemas Control Remoto,0,0,0,0,0,0,0,0,0,15457284
8019,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,OUT BOUND,INDIRECTA,3,0.0,TV,Individual,1.0,Servicio intermitente,1,0,0,0,0,0,0,0,0,15456480
8018,ORIENTE,NORTE DE SANTANDER,HFC,TIENDAS,TIENDAS,INDIRECTA,4,3.0,TO,Individual,1.0,Sin señal,0,0,0,0,0,0,1,0,0,15455816
8017,NOROCCIDENTE,ANTIOQUIA,REDCO,CONTACT,SAC,INDIRECTA,2,58.0,BA,Individual,1.0,Servicio intermitente,0,0,0,0,0,0,0,0,0,15453654
8014,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,2,5.0,TO+TV+BA,Trio,,,0,1,0,0,0,0,0,0,0,15450962
8011,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,3,11.0,TO+TV+BA,Trio,,,1,0,0,0,0,0,0,0,0,15448682
8008,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,IN BOUND,INDIRECTA,4,15.0,TO+TV+BA,Trio,1.0,No navega,0,0,0,0,0,0,0,0,0,15447894
8007,NOROCCIDENTE,ANTIOQUIA,REDCO,TIENDAS,TIENDAS,INDIRECTA,SE,0.0,TV+BA,Duo,,,0,0,0,0,0,0,0,0,0,15445109
8006,NOROCCIDENTE,ANTIOQUIA,HFC,RETAIL,RETAIL,INDIRECTA,3,202.0,BA,Individual,,,0,0,0,0,0,0,0,0,0,15444899
8005,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,20.0,TO,Individual,1.0,No funciona línea telefónica,0,0,0,0,0,0,0,0,0,15444773
8002,NOROCCIDENTE,ANTIOQUIA,HFC,CONTACT,SAC,INDIRECTA,3,28.0,TO+TV+BA,Trio,,,0,0,0,0,0,0,0,0,0,15444333
